technoweenie;2;3;7;42;55;15;14;22;12;7;2;2;2;7;6;2;5;7;3;6;13;2;18;17;5;9;6;5;8;12;5;5;3;20;12;11;22;14;8;13;58;3;3;7;14;6;15;2;2;2;25;2;4;34;2;16;7;5;8;16;18;48;74;52;15;3;3;29;3;7;39;109;2108;1079;0.08433734939759036
tclem;4;7;2;3;6;7;2;2;5;3;3;2;11;10;5;2;9;4;5;21;2;64;125;174;395;27;6;101;2;15;2;2;159;1980;1206;0.04311774461028192
kneath;3184;1;1.0
Cameron423698;8;4;13;26;2;5;642;8;325;20;2121;1059;0.015108593012275733
brianmario;3177;1;1.0
schacon;5;7;3;20;3;155;2976;195;0.041025641025641026
mojombo;3156;1;1.0
radar;105;3032;106;0.018867924528301886
kevinsawicki;56;4;4;4;33;2;13;106;1252;66;1594;1542;0.007782101167315175
mrduncan;3127;1;1.0
atmos;4;260;175;196;13;78;148;13;7;32;42;12;7;7;5;2;5;6;25;5;4;5;6;4;2;7;48;15;2;40;6;20;34;1877;1251;0.03916866506794564
jasoncostello;37;3085;39;0.07692307692307693
rossmeissl;3122;1;1.0
tmm1;3;3117;4;0.5
mrtazz;3107;1;1.0
jverkoey;3085;1;1.0
EddieRingle;3079;1;1.0
weppos;3072;1;1.0
holman;14;56;793;306;1897;1171;0.005123825789923143
docmorelli;3103;1;1.0
plu;3120;1;1.0
piotrmurach;6;3007;7;0.2857142857142857
tim;2999;1;1.0
Singletoned;2997;1;1.0
meeech;2969;1;1.0
Raynes;2968;1;1.0
leedo;2922;1;1.0
bguthrie;2913;1;1.0
catsby;52;82;2;35;2729;172;0.029069767441860465
rastersize;2892;2;1.0
lb1a;2886;1;1.0
calavera;2886;1;1.0
buley;2878;1;1.0
copitux;2876;1;1.0
rohit;2872;1;1.0
joelverhagen;2865;1;1.0
djmitche;2859;1;1.0
tricknotes;59;11;223;2565;294;0.013605442176870748
andreazevedo;2856;2;1.0
leereilly;796;3;10;79;280;6;1679;1177;0.0076465590484282074
wraithan;2849;1;1.0
tylerstalder;2847;1;1.0
jbarnette;41;2805;42;0.047619047619047616
skade;2845;1;1.0
dmedvinsky;2843;1;1.0
VxJasonxV;2834;1;1.0
bgrainger;2;56;2772;59;0.05084745762711865
rauhryan;2830;1;1.0
adammck;2823;1;1.0
paul;73;2749;74;0.02702702702702703
pda;2809;1;1.0
pvdb;2805;1;1.0
pengwynn;5;5;3;2;4;3;5;6;2;3;2;11;6;4;12;6;2;2;9;3;4;2;3;2;2;3;2;5;5;3;5;4;2;4;3;4;2;3;2;3;4;11;5;3;2;4;2;2;2;4;3;2;5;4;4;2;2;4;4;3;6;2;4;11;8;3;2;8;6;5;6;4;11;3;6;4;4;10;6;6;2;3;3;2;4;2;14;6;9;20;2;9;13;3;10;5;13;8;28;6;7;34;4;7;14;3;4;9;3;8;8;4;6;23;27;5;57;155;4;3;29;62;14;63;21;45;35;77;3;5;1467;1325;0.15773584905660376
sigmavirus24;2;5;3;10;3;4;30;63;29;31;67;13;303;2221;569;0.033391915641476276
narfdotpl;7;10;2;2758;21;0.23809523809523808
wulczer;2777;1;1.0
denisdefreyne;16;1049;187;1524;1254;0.003987240829346092
softprops;390;2382;391;0.005115089514066497
tekkub;2770;1;1.0
danramteke;2766;1;1.0
davidjb;2763;1;1.0
Mab879;2761;1;1.0
vmg;2760;1;1.0
mapio;2760;1;1.0
jakedouglas;64;1007;1688;1073;0.003727865796831314
demianbrecht;175;11;2563;187;0.016042780748663103
jpaugh;2744;1;1.0
rcs;170;2571;171;0.011695906432748537
jrsconfitto;471;2267;472;0.00423728813559322
musiKk;2735;1;1.0
rsanheim;41;4;779;5;7;1897;839;0.009535160905840286
tobie;2732;1;1.0
k33g;2730;1;1.0
utahcon2;2728;1;1.0
chris123457;2723;1;1.0
stloyd;2717;1;1.0
samdunne;2716;1;1.0
kylestev;2706;1;1.0
mnaberez;2692;1;1.0
alexmv;2681;1;1.0
robraux;2672;1;1.0
bradchoate;2662;1;1.0
tarsius;2662;1;1.0
haacked;3;2648;5;0.6
michaelliao;2646;1;1.0
pezra;2645;1;1.0
parndt;2640;1;1.0
pangratz;2638;1;1.0
issyl0;2637;1;1.0
m4tthumphrey;2633;1;1.0
michaeljoseph;2630;1;1.0
doismellburning;2625;1;1.0
izuzak;136;138;36;4;8;4;4;4;8;10;3;3;2;3;2;4;4;7;2;3;2;2;11;2;4;2;2;2;5;2;4;2;5;4;2;2;2;3;3;8;2;9;3;3;3;6;2;2;18;2;2;5;2;5;8;5;13;24;3;15;10;2;7;58;12;2;4;29;4;4;3;2;9;2;6;6;4;2;7;33;9;25;43;6;15;7;33;3;13;16;7;14;2;12;9;26;303;1232;1389;0.10871130309575235
jspahrsummers;112;88;171;4;3;2242;379;0.0158311345646438
coderaiser;2613;1;1.0
pablof7z;2612;1;1.0
joeyw;374;11;21;710;1487;1117;0.004476275738585497
randomecho;6;49;259;69;2211;384;0.013020833333333334
rick;2592;3;1.0
michaelhood;2593;1;1.0
pborreli;83;253;2256;337;0.008902077151335312
dubrie;2568;1;1.0
bhuga;259;6;169;84;19;135;3;11;5;1862;694;0.01729106628242075
MattDrivenDev;2551;1;1.0
streeter;2547;1;1.0
tierra;2542;1;1.0
kristof-mattei;2540;2;1.0
rtomayko;2539;1;1.0
agh;2539;1;1.0
elkuku;135;2403;136;0.014705882352941176
